id,name,image_url,price
77a97b75-43d3-4c89-a363-54607f7a3bb4,Sweet Potato and Chickpea Bowl,http://dummyimage.com/159x100.png/dddddd/000000,6.49
fb0045e8-8b51-4350-a05a-a433dd4a46e3,Beef Stew Meat,http://dummyimage.com/222x100.png/5fa2dd/ffffff,5.99
ccf804fd-a00e-4304-b953-85e925bd740d,Portable Bluetooth Speaker,http://dummyimage.com/178x100.png/dddddd/000000,49.99
ea2b73fa-3c7c-4b29-ba40-f5d12525c6d3,LED Christmas Lights,http://dummyimage.com/109x100.png/ff4444/ffffff,29.99
2c0f7740-b25e-4762-830d-b971c4a78e06,Wine Glasses,http://dummyimage.com/184x100.png/5fa2dd/ffffff,29.99
c05ef061-2d39-4f67-baca-e875a1cfdace,Portable Electric Fan,http://dummyimage.com/214x100.png/5fa2dd/ffffff,24.99
da780397-c1dc-415f-bfe8-1a5f9dab23bd,Two-Tone Windbreaker,http://dummyimage.com/246x100.png/5fa2dd/ffffff,59.99
c20b07b2-cac3-4ffc-a7bb-fc258224cc5b,Beef Stroganoff Meal Kit,http://dummyimage.com/142x100.png/5fa2dd/ffffff,12.99
183d3326-fab0-456a-8c42-f791960a155d,Indoor Plants,http://dummyimage.com/122x100.png/cc0000/ffffff,19.99
2b48c10a-4b32-4cce-afb9-721463a3f90f,Crew Neck Sweater,http://dummyimage.com/147x100.png/dddddd/000000,39.99
96f58bc1-b5b4-43df-addc-d92932b70cbe,Coconut Almond Granola,http://dummyimage.com/244x100.png/ff4444/ffffff,4.99
17de821b-6ad2-472c-852d-e2e222574e95,Sweet Potato Noodles,http://dummyimage.com/199x100.png/dddddd/000000,3.79
5c0fbfeb-108b-4553-bca2-fecbc1baf883,Sweet Potato and Chickpea Bowl,http://dummyimage.com/150x100.png/cc0000/ffffff,6.49
908920fd-35a3-4f2d-a05b-7eeae5288b7d,Potting Soil,http://dummyimage.com/165x100.png/dddddd/000000,15.99
67170161-011b-44a7-87ae-a731e994a76e,Spinach Artichoke Dip,http://dummyimage.com/139x100.png/5fa2dd/ffffff,4.99
0d7ac57e-dc5a-454d-85a4-4bdaddf95968,Basil Lemonade,http://dummyimage.com/152x100.png/cc0000/ffffff,2.99
5102ecf8-56a6-4baa-b4c7-507520048a44,Pet Safety Harness,http://dummyimage.com/195x100.png/ff4444/ffffff,24.99
2103cee0-2fd3-4e21-8d83-a7065a2856f8,Buttermilk Pancakes,http://dummyimage.com/119x100.png/dddddd/000000,3.99
35a016f7-9d5a-45b7-afdd-efb0374cceb0,Organic Green Tea,http://dummyimage.com/222x100.png/cc0000/ffffff,4.29
448f8a7d-ec12-44fd-8230-626f0ad76a6c,Whole Grain Hamburger Buns,http://dummyimage.com/193x100.png/ff4444/ffffff,2.69
7f4b6dc4-d5ef-4db3-a5d7-025ff0e602f9,Non-Stick Crepe Pan,http://dummyimage.com/247x100.png/dddddd/000000,29.99
ab4c6bd6-a525-4062-91d4-202649ad478f,Air Fryer,http://dummyimage.com/125x100.png/ff4444/ffffff,79.99
1bad3f92-06c5-47bc-8a72-6aa814faf522,Almond Joy Snack Bars,http://dummyimage.com/101x100.png/dddddd/000000,2.99
f8940540-7195-4a1c-b193-e071458e6564,Smartphone Tripod with Remote,http://dummyimage.com/227x100.png/5fa2dd/ffffff,29.99
a14e930e-058d-406b-92d2-148ede085a92,Low-Fat Cottage Cheese,http://dummyimage.com/103x100.png/dddddd/000000,2.99
cddbf546-211f-4ed7-a168-1d17bf3ef418,Measuring Cups Set,http://dummyimage.com/170x100.png/5fa2dd/ffffff,19.99
dfe17e35-0857-4fce-9b4f-66d5d820a685,Roasted Red Pepper Hummus,http://dummyimage.com/238x100.png/ff4444/ffffff,3.49
300bf6ed-212c-4911-ac4c-d63e2386e8be,Garlic and Herb Rub,http://dummyimage.com/242x100.png/ff4444/ffffff,2.29
63c0a6a5-a467-49fa-8919-2d4e11d262f9,Maple Cinnamon Granola,http://dummyimage.com/201x100.png/cc0000/ffffff,4.29
33adac53-76b2-4648-a7cf-48bb5ff7fc95,Frozen Mixed Vegetables,http://dummyimage.com/202x100.png/cc0000/ffffff,1.99
7b4da00c-474e-41c6-b9ad-96561f7452a0,Mango Salsa,http://dummyimage.com/117x100.png/ff4444/ffffff,3.49
97641846-13ab-4a1d-8084-be7e3a238945,Artisan Cornbread Mix,http://dummyimage.com/250x100.png/ff4444/ffffff,2.49
2d4d2c66-fc98-4f57-9543-6b83bdd2e45c,Almond Quinoa Salad,http://dummyimage.com/209x100.png/5fa2dd/ffffff,5.99
12f101b8-464d-42c3-a056-a593af1eea20,Luxury Bath Robe,http://dummyimage.com/225x100.png/dddddd/000000,49.99
d4c7e00d-cf3f-4889-9440-6e23729d5f12,Yoga Blocks,http://dummyimage.com/182x100.png/ff4444/ffffff,29.99
4402199a-48e7-47a1-b11e-ac1490bc3498,Folding Exercise Bike,http://dummyimage.com/226x100.png/dddddd/000000,199.99
9cc4ed19-ee8e-40dc-bce8-9c80af9f6047,Italian Breadsticks,http://dummyimage.com/210x100.png/cc0000/ffffff,2.49
1ac0a141-921a-4a66-8ec4-bc5d44815ffd,Sustainable Wooden Toys,http://dummyimage.com/168x100.png/cc0000/ffffff,29.99
da075e9e-d33f-4c94-acc5-4ebe3a98160a,Electric Heating Pad,http://dummyimage.com/178x100.png/ff4444/ffffff,20.99
c7ae8850-97f9-4ff1-8ac5-d1acd3aa17ac,Infrared Thermometer Gun,http://dummyimage.com/101x100.png/5fa2dd/ffffff,29.99
3c1fda5c-6340-4da2-b6de-6cad59f9bf59,Cinnamon Sugar Mix,http://dummyimage.com/205x100.png/ff4444/ffffff,1.49
46210f6a-d270-4a68-81a7-a9639cce37bc,Nordic Berry Smoothie,http://dummyimage.com/238x100.png/5fa2dd/ffffff,3.99
0832139b-ca58-45eb-8b50-754fbe9605a5,Compact Shoe Rack,http://dummyimage.com/126x100.png/dddddd/000000,34.99
3456744f-78eb-4547-a858-d0d06b6b813e,Chocolate Chip Pancake Mix,http://dummyimage.com/129x100.png/cc0000/ffffff,3.99
0636c0bf-c900-41ae-b139-9123c89c7bcb,Whole Wheat Bread,http://dummyimage.com/111x100.png/dddddd/000000,2.49
b62e4d03-7523-47d0-b52b-f56835e2985c,Cranberry Pecan Granola,http://dummyimage.com/239x100.png/dddddd/000000,3.99
d28c1d45-b2fd-4efb-a69a-1f75703948d4,Guitar Tuner,http://dummyimage.com/111x100.png/5fa2dd/ffffff,19.99
48c35b58-d090-4e2a-8959-5abc1edde1a9,Pizza Stone,http://dummyimage.com/159x100.png/cc0000/ffffff,29.99
e17a4ea7-17ee-4cad-a224-d4a75c8b2159,Soft Plush Throw Blanket,http://dummyimage.com/248x100.png/5fa2dd/ffffff,29.99
c0cab0e8-51d0-4cdd-9b80-bd9450db0ff9,Wireless Security System,http://dummyimage.com/107x100.png/cc0000/ffffff,299.99
a93f8c44-f9d8-4dc4-9779-bff56ac4e0dd,Organic Almond Flour,http://dummyimage.com/169x100.png/cc0000/ffffff,6.99
bfa49a8b-d028-46b9-8336-caf16f38795b,Stainless Steel Cutlery Set,http://dummyimage.com/228x100.png/5fa2dd/ffffff,29.99
b1e16702-708d-48ed-96bb-e2598ce756cb,Honey Wheat Pretzels,http://dummyimage.com/133x100.png/ff4444/ffffff,3.49
87255a38-d340-4988-a70f-d9b4e2c7e462,Coffee Making Kit,http://dummyimage.com/168x100.png/dddddd/000000,44.99
fb8f209d-def2-4ea2-946a-be0d28f42eaf,Chopping Board,http://dummyimage.com/123x100.png/dddddd/000000,29.99
5fbba7ab-60c0-4fcf-817d-6f436da3948d,Luxury Bath Salts,http://dummyimage.com/117x100.png/5fa2dd/ffffff,19.99
366a2615-2324-471a-b7e4-845bac1b30d1,Peanut Butter Filled Pretzels,http://dummyimage.com/195x100.png/dddddd/000000,3.99
a4a1f8d3-fe6c-4a6b-9c1e-3a03303f089e,Chickpea Pancakes,http://dummyimage.com/208x100.png/ff4444/ffffff,4.99
b2feaa56-7216-45ee-b1e1-011f21e36a05,Chickpea Pancakes,http://dummyimage.com/199x100.png/ff4444/ffffff,4.99
a6925a93-d018-433b-9eb3-cb6f391c31d4,Poppy Seed Dressing,http://dummyimage.com/169x100.png/ff4444/ffffff,3.49
1134d27b-d8be-4957-95ed-77c9ff331a32,Spaghetti Squash,http://dummyimage.com/247x100.png/5fa2dd/ffffff,3.99
fde3b8e4-a8b1-4b9d-b418-855434c63f12,Vegetable Chips,http://dummyimage.com/190x100.png/5fa2dd/ffffff,3.99
ac2790a7-d304-4160-838c-2b4c7e844dda,Siphon Coffee Maker,http://dummyimage.com/193x100.png/ff4444/ffffff,49.99
12cdb802-507f-4e84-9590-536789ddc52c,Spinach and Cheese Stuffed Shells,http://dummyimage.com/215x100.png/dddddd/000000,5.99
fc1bdb8a-c6e8-4efa-b599-a6ec87b5af9e,Survival Gear Kit,http://dummyimage.com/202x100.png/ff4444/ffffff,59.99
02051078-e27e-4ec7-a270-6a306dcc1421,Mango Chutney,http://dummyimage.com/175x100.png/ff4444/ffffff,3.99
444d2f0e-7269-42a7-ae4e-e8073cb53b68,LED Desk Lamp,http://dummyimage.com/152x100.png/5fa2dd/ffffff,35
210dea64-afa8-4d37-851a-0171a5f6a453,Pet Caress Brush,http://dummyimage.com/200x100.png/5fa2dd/ffffff,12.99
912b7604-08b9-479c-b2b9-78530192308e,Fitness Resistance Bands Kit,http://dummyimage.com/162x100.png/ff4444/ffffff,29.99
59695a0f-960b-42eb-a82e-b3d102fe8dc6,Snap-On Tupperware Set,http://dummyimage.com/234x100.png/cc0000/ffffff,34.99
c40d0da9-6740-45dc-9218-a2599fa73d2a,Pet Water Fountain,http://dummyimage.com/232x100.png/dddddd/000000,39.99
34da769d-a425-4fc3-b64f-05c99ad537e8,Tactical Backpack,http://dummyimage.com/205x100.png/cc0000/ffffff,59.99
fa2b6df7-2c20-4619-ac10-5f8a5a3fd701,Canned Sardines,http://dummyimage.com/232x100.png/5fa2dd/ffffff,3.29
3445c5a4-4ac8-40e4-b671-2bd24e62a10c,High-Speed HDMI Cable,http://dummyimage.com/209x100.png/ff4444/ffffff,12.99
5d04515c-81ae-4506-9d19-53f1c03a09fa,Legging Pants,http://dummyimage.com/179x100.png/dddddd/000000,34.99
950507ca-c9ee-4073-a1b5-817a2aa9e1cb,Non-Toxic Crayons for Kids,http://dummyimage.com/148x100.png/ff4444/ffffff,10.99
9d5eaf52-4f04-47e8-b6ac-d2060a41b08f,Wooden Puzzle Game,http://dummyimage.com/122x100.png/ff4444/ffffff,14.99
cc027dd3-d266-43f2-813f-01ee79385d39,Smart Water Bottle with Hydration Reminder,http://dummyimage.com/238x100.png/ff4444/ffffff,39.99
fc5b2d3f-0591-4928-b0b8-77d5053d5313,Window Bird Feeder with Suction Cups,http://dummyimage.com/230x100.png/cc0000/ffffff,28.99
6febc605-f8d8-459d-8000-d482362037f8,Heavy Duty Gardening Tool Set,http://dummyimage.com/222x100.png/dddddd/000000,49.99
dcdf48e2-46e5-4721-953d-9409749ef341,Gardening Gloves,http://dummyimage.com/134x100.png/5fa2dd/ffffff,15.99
770bef77-12ca-46e7-9187-437b8e38909d,Organic Green Lentils,http://dummyimage.com/138x100.png/cc0000/ffffff,3.99
a6a7df8d-262a-498c-b90f-afe1aaaabc7c,Wall Art,http://dummyimage.com/125x100.png/ff4444/ffffff,45
fe3ff777-4259-48cc-a9a0-188dc1aa8ac0,Pineapple Rings,http://dummyimage.com/112x100.png/cc0000/ffffff,2.49
98549b0a-5d34-466f-a3c5-e34f983b4a59,Smartphone Photography Tripod,http://dummyimage.com/210x100.png/dddddd/000000,29.99
b5a373ac-52b1-44b6-b604-6607baffc2ec,Pet Camera with Treat Dispenser,http://dummyimage.com/146x100.png/dddddd/000000,149.99
17fa12f1-4fb7-4f84-80a5-444f93bddfff,Active Racerback Tank,http://dummyimage.com/131x100.png/ff4444/ffffff,24.99
675c00ae-678a-4a2a-8eba-8d831409a2bd,Bike Helmet,http://dummyimage.com/222x100.png/cc0000/ffffff,34.99
535df5c5-64b5-4d12-9328-c6eac1b39a82,Maple Cinnamon Granola,http://dummyimage.com/234x100.png/ff4444/ffffff,4.29
9e37a60c-fc58-408f-b7ad-72811ec9ce20,Gluten-Free Bread,http://dummyimage.com/113x100.png/ff4444/ffffff,5.49
6b6b93d1-53eb-44ef-a9aa-70efabbd4088,Vegetable Pizza Rolls,http://dummyimage.com/178x100.png/5fa2dd/ffffff,6.49
1cef4149-c5be-4cbe-b394-3df0261f109c,Portable Water Filter,http://dummyimage.com/122x100.png/ff4444/ffffff,29.99
5bd7da7d-869b-4411-9d8c-578f853ba7d7,Blueberry Muffin Mix,http://dummyimage.com/155x100.png/dddddd/000000,4.29
c265f787-3c91-4378-bcc2-dd146100ed6e,Yoga Blocks,http://dummyimage.com/150x100.png/dddddd/000000,29.99
af374e7e-f0d8-4d80-a0c0-01a28f128260,Hydration Backpack,http://dummyimage.com/202x100.png/dddddd/000000,39.99
9bdd89e4-38a1-4b69-9610-38b8ddc2694c,Herb Seasoned Couscous,http://dummyimage.com/128x100.png/ff4444/ffffff,2.49
173f0042-366e-4207-bd24-32b4b1832ccb,Outdoor Fire Pit,http://dummyimage.com/248x100.png/ff4444/ffffff,149.99
a6779685-97a7-4ea0-a271-42f2abea4a56,Creamy Garlic Mashed Potatoes,http://dummyimage.com/246x100.png/dddddd/000000,3.99
be33db3d-9da1-44fd-87a6-aee383115870,Chocolate Syrup,http://dummyimage.com/188x100.png/dddddd/000000,2.99
b0ec932d-b1bd-4708-b62d-8111adaa97f7,Chia Seed Pudding,http://dummyimage.com/171x100.png/5fa2dd/ffffff,3.99